년도,분기,상권유형,상권,추정매출_금액,추정매출_건수,추정매출_금액_주중주말_주중,추정매출_금액_주중주말_주말,추정매출_금액_요일별_월,추정매출_금액_요일별_화,추정매출_금액_요일별_수,추정매출_금액_요일별_목,추정매출_금액_요일별_금,추정매출_금액_요일별_토,추정매출_금액_요일별_일,추정매출_금액_시간대별_00-06,추정매출_금액_시간대별_06-11,추정매출_금액_시간대별_11-14,추정매출_금액_시간대별_14-17,추정매출_금액_시간대별_17-21,추정매출_금액_시간대별_21-24,추정매출_금액_성별_남성,추정매출_금액_성별_여성,추정매출_금액_연령대별_10대,추정매출_금액_연령대별_20대,추정매출_금액_연령대별_30대,추정매출_금액_연령대별_40대,추정매출_금액_연령대별_50대,추정매출_금액_연령대별_60이상,추정매출_건수_주중주말_주중,추정매출_건수_주중주말_주말,추정매출_건수_요일별_월,추정매출_건수_요일별_화,추정매출_건수_요일별_수,추정매출_건수_요일별_목,추정매출_건수_요일별_금,추정매출_건수_요일별_토,추정매출_건수_요일별_일,추정매출_건수_시간대별_00-06,추정매출_건수_시간대별_06-11,추정매출_건수_시간대별_11-14,추정매출_건수_시간대별_14-17,추정매출_건수_시간대별_17-21,추정매출_건수_시간대별_21-24,추정매출_건수_성별_남성,추정매출_건수_성별_여성,추정매출_건수_연령대별_10대,추정매출_건수_연령대별_20대,추정매출_건수_연령대별_30대,추정매출_건수_연령대별_40대,추정매출_건수_연령대별_50대,추정매출_건수_연령대별_60이상,소득_금액_월평균,소득_구간,지출_금액,지출_금액_식료품,지출_금액_의류,지출_금액_생활용품,지출_금액_의료,지출_금액_교통,지출_금액_여가,지출_금액_문화,지출_금액_교육,지출_금액_유흥,상주인구,상주인구_성별_남성,상주인구_성별_여성,상주인구_연령대별_10대,상주인구_연령대별_20대,상주인구_연령대별_30대,상주인구_연령대별_40대,상주인구_연령대별_50대,상주인구_연령대별_60이상,상주인구_가구,상주인구_가구_아파트,상주인구_가구_비아파트,생활인구,생활인구_성별_남성,생활인구_성별_여성,생활인구_연령대별_10대,생활인구_연령대별_20대,생활인구_연령대별_30대,생활인구_연령대별_40대,생활인구_연령대별_50대,생활인구_연령대별_60이상,생활인구_시간대별_00-06,생활인구_시간대별_06-11,생활인구_시간대별_11-14,생활인구_시간대별_14-17,생활인구_시간대별_17-21,생활인구_시간대별_21-24,생활인구_요일별_월,생활인구_요일별_화,생활인구_요일별_수,생활인구_요일별_목,생활인구_요일별_금,생활인구_요일별_토,생활인구_요일별_일,직장인구,직장인구_성별_남성,직장인구_성별_여성,직장인구_연령대별_10대,직장인구_연령대별_20대,직장인구_연령대별_30대,직장인구_연령대별_40대,직장인구_연령대별_50대,직장인구_연령대별_60이상,아파트_단지수,아파트_면적_평균,아파트_시가_평균,상권변화지표,상권변화지표_영업개월평균_운영_상권,상권변화지표_영업개월평균_폐업_상권,상권변화지표_영업개월평균_운영_서울,상권변화지표_영업개월평균_폐업_서울
2017,2,R,2130070,155216663,1329,155216663,0,0,38000000,117216663,0,0,0,0,0,117216663,0,38000000,0,0,155216663,0,0,0,0,38000000,0,117216663,1329,0,0,157,1172,0,0,0,0,0,1172,0,157,0,0,1329,0,0,0,0,157,0,1172,2880585.0,6.0,455373251.0,140979634.0,54979715.0,36873750.0,62249803.0,63964841.0,15733430.0,17091039.0,43871858.0,19629181.0,1656,834,822,179,316,318,281,266,296,913,0,913,535778,263673,272104,62896,89499,110547,85717,78235,108883,139017,110529,67838,66265,86880,65247,78946,77785,78754,78279,77729,72541,71746,3573,2356,1217,7,652,1194,940,512,268,8,42,137756944,LL,86,49,98,51
2017,2,R,2130140,55632267,457,55632267,0,0,50387979,5244288,0,0,0,0,0,0,0,51598199,4034068,0,0,54422047,0,0,4034068,0,0,50387979,457,0,0,336,121,0,0,0,0,0,0,0,376,81,0,0,417,0,0,81,0,0,336,2372132.0,5.0,95755515.0,26322018.0,11523782.0,7256082.0,14263899.0,16086352.0,3654644.0,2835523.0,9822511.0,3990704.0,246,130,116,20,27,36,43,51,69,145,0,145,53519,24337,29181,6691,8926,7148,7935,8400,14418,7802,10323,8268,8792,11968,6365,7482,7563,7654,7517,7917,8195,7189,236,95,141,0,46,50,49,46,45,2,41,137390625,HH,116,65,98,51
2018,4,D,2120076,2050904431,3199,2050904431,0,1439685178,572863365,17865887,6468261,14021740,0,0,0,2844033,581104445,41404953,1425551000,0,603535664,1434144018,0,8449422,575755349,10773994,11663839,1431037078,3199,0,1426,1360,127,161,125,0,0,0,72,1479,328,1320,0,1666,1414,0,27,1512,101,34,1407,2591341.0,6.0,2559829007.0,614578077.0,322703695.0,211984652.0,304682003.0,443886769.0,122405736.0,77119802.0,355561527.0,106906746.0,5426,2759,2667,317,1140,1123,880,872,1094,3713,0,3713,3730864,1756595,1974270,315949,851863,571984,563447,563385,864237,678390,671638,494758,543208,815872,526999,519306,522026,524049,521195,543614,570386,530288,4392,2103,2289,24,749,857,1004,943,815,36,51,116596510,LL,102,48,106,53
2018,1,D,2120228,271529379,1110,271529379,0,20735290,41470580,0,0,209323509,0,0,0,0,41470580,230058799,0,0,243882326,0,0,0,0,0,34558817,209323509,1110,0,21,42,0,0,1047,0,0,0,0,42,1068,0,0,1089,0,0,0,0,0,42,1047,3379563.0,7.0,2633000879.0,624059404.0,327789026.0,201300221.0,305421559.0,469638288.0,106046329.0,79554830.0,405105945.0,114085277.0,4545,2141,2404,584,789,1026,686,666,794,2231,62,2169,1906698,863984,1042714,246258,315035,390888,279234,272410,402872,444040,380961,245424,250347,344952,240975,273719,275101,274727,271496,270106,271822,269728,4471,2540,1931,18,706,1074,1061,871,741,118,51,194658125,HL,105,46,102,52
2018,4,A,2110586,225219840,1107,225219840,0,12370290,13856537,71788527,72019732,55184754,0,0,0,59532542,94238117,63154115,8295066,0,39718752,157122549,0,0,1330319,156894871,21847153,16768960,1107,0,139,115,181,539,133,0,0,0,79,612,361,55,0,206,547,0,0,20,543,104,86,3606423.0,7.0,1701297514.0,441150590.0,207044757.0,129146986.0,213392798.0,275163160.0,61335402.0,54513546.0,245917522.0,73632753.0,2825,1381,1444,259,507,603,437,430,589,1754,0,1754,1456434,698104,758332,162855,242436,313382,256233,212384,269145,343890,294802,193806,184409,258154,181373,209714,208142,212431,214190,213143,203423,195392,3108,1416,1692,19,731,754,653,447,504,35,58,224662703,HH,110,54,106,53
2017,3,A,2110135,3204950083,5964,3204950083,0,26584208,2584627422,0,7655138,586083315,0,0,0,64469165,1230774963,1909705955,0,0,139918802,2461549925,0,1172166631,0,0,1306224599,123077497,5964,0,69,4688,0,35,1172,0,0,0,1172,2344,2448,0,0,2414,2344,0,1172,0,0,1242,2344,2770565.0,6.0,453428765.0,132172625.0,53658542.0,32211797.0,63992721.0,66697778.0,16716251.0,14601482.0,55160711.0,18216858.0,1093,606,487,116,183,206,179,196,213,586,0,586,170986,92519,78467,14119,34729,33482,28323,25692,34642,37701,38760,23962,23073,28258,19232,25279,25410,25202,24983,24910,22515,22686,790,417,373,4,114,202,210,154,106,8,40,119920463,HH,137,54,99,51
2018,1,D,2120225,1232162239,7441,918176975,313985264,221491946,523308773,68714502,104661754,0,313985264,0,0,0,209323509,583277210,439561520,0,627970526,373953702,0,0,221491947,0,361785263,418647018,6394,1047,2109,3140,98,1047,0,1047,0,0,0,1046,4283,2112,0,4186,1144,0,0,1064,0,2174,2093,3210694.0,7.0,1661008540.0,406336815.0,205650271.0,126791730.0,195101576.0,289255077.0,61780375.0,51523388.0,251212682.0,73356626.0,3224,1540,1684,352,529,758,532,472,581,1806,151,1655,3123595,1496765,1626831,456527,590352,589041,500472,382458,604746,649798,545625,394227,428749,658655,446543,438121,439388,443114,437814,451553,472278,441327,9606,5438,4168,46,1893,2222,2397,1775,1273,57,48,185620453,LL,85,46,102,52
2018,4,A,2110477,30006869,453,30006869,0,7854751,0,0,22152118,0,0,0,0,0,7854751,22152118,0,0,22152118,7854751,0,0,0,0,0,30006869,453,0,10,0,0,443,0,0,0,0,0,10,443,0,0,443,10,0,0,0,0,0,453,2569229.0,6.0,1609917864.0,404226014.0,197181769.0,120318160.0,207947875.0,286519709.0,60501179.0,47249063.0,215669049.0,70305046.0,3120,1481,1639,478,350,468,522,502,800,1350,0,1350,461579,202581,258998,76663,51526,66914,73445,74548,118482,127015,94271,54290,54565,75441,55996,64516,64137,63647,63889,63916,68993,72481,862,394,468,3,92,158,222,232,155,75,57,135742091,HL,108,49,106,53
2018,4,A,2110411,2045778244,1446,2045778244,0,199069420,1495954495,180540972,78188531,92024826,0,0,0,1525176835,288763725,195720327,36117357,0,124032926,1471701479,0,4630281,505876,30404292,117716372,1442477584,1446,0,301,560,217,211,157,0,0,0,543,391,440,72,0,187,418,0,70,10,46,81,398,2037491.0,5.0,986521151.0,287576244.0,115079613.0,68732236.0,144406091.0,149632117.0,33979982.0,29860516.0,117198098.0,40056254.0,1682,874,808,180,218,210,204,352,518,814,76,738,283526,135233,148293,29728,31012,37067,40834,47487,97395,65051,58807,35724,36334,51424,36185,40343,40803,40582,38955,39959,40581,42302,622,445,177,0,23,89,110,201,199,16,60,105978154,LH,91,55,106,53
2018,2,D,2120109,7529708530,20575,7529708530,0,479501934,641084017,1227592280,700834653,4480695646,0,0,0,857579375,2918012367,1245721306,2508395482,0,3560083736,1826255115,0,27207123,1399186632,506036247,2990786929,463121922,20575,0,3844,3624,3721,2935,6451,0,0,0,3691,4741,10011,2132,0,9282,3583,0,456,2479,2907,4007,3011,2798524.0,6.0,1136347032.0,296073281.0,135262069.0,81200175.0,148140375.0,184503925.0,43755571.0,33581557.0,168494670.0,45335409.0,2189,1122,1067,367,263,314,342,366,537,999,43,956,768210,363271,404940,158965,87568,107083,142452,114285,157859,156273,147344,105955,112263,152389,93986,109819,110702,111068,109761,110371,109955,106535,2186,1122,1064,7,266,430,516,552,415,29,53,121084435,LL,100,46,103,52
2017,3,A,2110370,2338752524,2697,2338752524,0,118052063,75033091,481379081,15006618,1649281671,0,0,0,33014560,1773771845,210824491,321141628,0,1776504565,75033091,0,260114714,30013236,1316769271,70396803,174243631,2697,0,501,300,724,200,972,0,0,0,300,724,1173,500,0,1696,300,0,200,100,436,536,724,2258398.0,5.0,1473070753.0,408020890.0,173422803.0,105924780.0,206037632.0,234014782.0,49872324.0,45122326.0,189839146.0,60816070.0,3214,1596,1618,373,464,432,492,588,865,1460,3,1457,1235822,574760,661064,178493,153435,159902,185355,211761,346877,306596,249260,148506,148066,215186,168208,178134,174589,178686,175003,176004,175940,177466,641,454,187,1,32,113,161,171,163,34,53,127261532,HH,107,52,99,51
2017,3,A,2110411,2024043325,3219,2024043325,0,322411244,184488820,1054752252,66091417,396299592,0,0,0,352289068,285861386,1339590333,46302538,0,1294606048,254810994,0,19349499,21090861,985819581,239282877,283874224,3219,0,463,772,999,181,804,0,0,0,470,1060,1338,351,0,1021,465,0,17,41,641,433,353,2106646.0,5.0,986521151.0,287576244.0,115079613.0,68732236.0,144406091.0,149632117.0,33979982.0,29860516.0,117198098.0,40056254.0,1685,880,805,198,205,241,216,336,489,804,141,663,290656,142041,148615,39821,30980,40675,44020,46744,88416,58129,59110,38406,39808,57343,37861,41269,40658,40657,39373,40151,43182,45365,650,480,170,1,40,87,131,202,189,15,60,105887693,LH,81,54,99,51
2017,3,A,2110477,1197472199,4803,1197472199,0,539477956,446234318,88839171,119554432,3366322,0,0,0,445561054,46099608,705811537,0,0,514755670,436007768,0,0,0,583445560,301819938,65497940,4803,0,1726,456,1705,906,10,0,0,0,1628,906,2269,0,0,2535,1139,0,0,0,2591,243,839,2563850.0,6.0,1609917864.0,404226014.0,197181769.0,120318160.0,207947875.0,286519709.0,60501179.0,47249063.0,215669049.0,70305046.0,3069,1440,1629,462,357,488,528,485,749,1314,0,1314,448270,195014,253256,69733,55283,64109,72711,65944,120491,121142,89735,52942,53330,75181,55940,63075,63410,61952,62809,63170,66866,66988,948,449,499,3,102,196,273,216,158,75,58,138143497,HL,101,51,99,51
2018,2,A,2110135,7220929901,27168,7220929901,0,1362107109,1816858278,902398772,1747198632,1392367110,0,0,0,663829493,3570756215,2910606960,75737233,0,5627455053,1574337002,0,0,175824995,529101024,392222223,6104643813,27168,0,2448,3516,5896,5895,9413,0,0,0,3551,10654,11721,1242,0,17756,9377,0,0,1172,3620,3586,18755,2647323.0,6.0,453428765.0,132172625.0,53658542.0,32211797.0,63992721.0,66697778.0,16716251.0,14601482.0,55160711.0,18216858.0,1014,545,469,109,175,186,157,178,209,552,0,552,184625,95197,89428,16050,39949,36332,29864,27522,34908,43482,41770,24968,23557,29578,21270,26915,26798,26369,27084,26827,25013,25620,761,400,361,1,106,186,195,165,108,6,50,146039784,HH,141,54,103,52
2018,4,D,2120079,227113445,1501,227113445,0,0,66958366,29226904,18865731,112062444,0,0,0,19794038,18865731,188453676,0,0,161083386,18865731,0,0,9432866,0,151650520,18865731,1501,0,0,279,279,377,566,0,0,0,90,377,1034,0,0,935,377,0,0,189,0,746,377,2777167.0,6.0,903820639.0,185736427.0,117883316.0,75899061.0,93041197.0,161770172.0,52290841.0,24859150.0,156292131.0,36048344.0,637,371,266,29,116,124,119,138,111,512,0,512,698027,316572,381454,108848,93620,93879,106327,106680,188673,121397,138424,98765,107692,147503,84245,98409,98444,99398,98757,100973,104487,97557,1816,949,867,7,268,325,499,379,338,1,15,74600000,LL,104,51,106,53
2018,1,D,2120207,32848123,99,32848123,0,3848123,0,29000000,0,0,0,0,0,0,0,32848123,0,0,29000000,3848123,0,0,3848123,29000000,0,0,99,0,70,0,29,0,0,0,0,0,0,0,99,0,0,29,70,0,0,70,29,0,0,3790870.0,8.0,4195722577.0,972042077.0,520457583.0,329805664.0,458997625.0,728957375.0,170883058.0,128518628.0,705868339.0,180192228.0,6848,3133,3715,949,1049,1609,1286,856,1099,3672,65,3607,1699660,822572,877089,169795,316542,411711,311258,192432,297922,361138,348795,253803,257016,294873,184037,257110,267267,263837,254647,252232,208621,195946,13794,7635,6159,73,3305,4721,3437,1529,729,145,61,238840385,LL,87,46,102,52
2017,2,D,2120175,1556738517,2737,1556738517,0,1394874948,37501800,0,124361769,0,0,0,0,0,151257261,161863569,1243617687,0,1519236717,0,0,0,0,124361769,1394874948,0,2737,0,1368,125,0,1244,0,0,0,0,0,125,1368,1244,0,2612,0,0,0,0,1243,1369,0,4959914.0,9.0,2615024766.0,596128387.0,331084993.0,209350058.0,293519525.0,474471125.0,115091221.0,79167099.0,403249016.0,112963342.0,3418,1603,1815,428,538,744,619,519,570,1767,382,1385,1599400,815243,784158,139934,290997,329714,282228,210022,346506,289438,337205,256349,259926,294250,162235,247002,242301,249307,248513,245566,193563,173147,22314,11153,11161,116,5496,6175,5158,3712,1657,25,87,366347164,HH,112,52,98,51
2017,2,D,2120136,7399513016,16264,7399513016,0,877957799,234711029,729189382,2733872618,2823782188,0,0,0,2190623286,2686350213,2302848245,219691272,0,3294940821,863566329,0,758139712,243082721,266112808,1438677455,1452494455,16264,0,2732,1599,3248,4885,3800,0,0,0,4874,3346,6502,1542,0,8781,3578,0,2210,1404,1526,3547,3671,2949935.0,6.0,1693162904.0,382964901.0,217429966.0,144291719.0,194801992.0,311955900.0,85782546.0,50277491.0,233667478.0,71990911.0,2996,1533,1463,190,610,672,380,482,662,1939,189,1750,1635750,833529,802220,142639,286763,323110,259153,256106,367979,304169,321919,245865,252360,320084,191354,237326,234359,237980,237929,242131,228548,217477,9476,4955,4521,43,1802,1818,1759,2076,1978,4,39,90682292,LL,94,47,98,51
2018,4,D,2120136,1432716676,8223,1432716676,0,602149618,205134368,179423786,347158308,98850596,0,0,0,24073227,467803929,865352442,75487078,0,984140623,219615488,0,2559066,35025280,105494299,521173130,539504335,8223,0,4012,713,922,1821,755,0,0,0,412,2303,5051,457,0,5493,749,0,51,523,629,2450,2587,2979522.0,6.0,1014388880.0,289235576.0,121050150.0,80720654.0,134530821.0,154415993.0,36806861.0,34202950.0,121460533.0,41965342.0,2943,1520,1423,192,578,658,388,448,679,1904,0,1904,1639505,822656,816849,132206,272496,322444,269006,260034,383320,286485,322568,254131,260384,329274,186664,235925,234921,238586,242160,247147,231124,209643,10267,5296,4971,32,1708,1936,1927,2354,2310,3,47,102222222,LL,102,49,106,53
2017,2,D,2120143,6692728446,6665,6692728446,0,1143021252,4441846451,79465102,0,1028395641,0,0,0,4493266233,0,1622058563,577403650,0,1450522170,2119997111,0,0,0,0,1028395641,2542123640,6665,0,1193,3085,1359,0,1028,0,0,0,3085,0,3415,165,0,2386,2222,0,0,0,0,1028,3580,3585071.0,7.0,2066690349.0,532545256.0,264991425.0,185177889.0,223686314.0,351189643.0,74220581.0,76589191.0,257741480.0,100548570.0,3150,1353,1797,117,1164,1077,301,222,269,2502,0,2502,1394807,675055,719752,147478,306238,253621,195038,187087,305347,203252,289271,215574,223305,303953,159452,202818,204150,210117,208283,214707,189779,164953,10647,6397,4250,36,1605,1819,2188,2368,2631,18,47,125104625,LL,90,50,98,51
2017,2,D,2120145,1186083925,1962,1123436195,62647730,81355581,420761597,119636455,256534352,245148210,62647730,0,0,179255890,209223803,559249583,162652174,75702475,166444038,810130829,0,0,111205461,306632382,430250896,128486130,1864,98,147,683,246,394,394,98,0,0,296,364,909,246,147,364,1302,0,0,196,442,712,315,3086267.0,7.0,1512814471.0,428850371.0,188360102.0,126063845.0,193442474.0,244307802.0,54313358.0,52711243.0,155041765.0,69723511.0,3760,2452,1308,107,673,771,602,737,870,3156,345,2811,3211202,1645578,1565625,177324,810973,573457,448600,494339,706510,509347,501472,488904,598108,732678,380694,411903,426328,429032,429769,483670,544160,486343,6938,3559,3379,69,1343,1787,1653,1205,881,8,26,100909497,LH,94,52,98,51
2018,4,D,2120131,1021602758,1753,1021602758,0,501855610,79243299,51648136,123641018,265214695,0,0,0,2644577,79243299,537274044,390804701,11636137,583743486,374574999,0,0,137226143,564869207,256223135,0,1753,0,392,480,174,174,533,0,0,0,53,480,491,676,53,925,601,0,0,196,797,533,0,2834869.0,6.0,3296862435.0,721047041.0,444166006.0,305478249.0,351213113.0,611505811.0,203894424.0,99648584.0,419957812.0,139951395.0,1868,1063,805,43,692,589,230,158,156,1638,28,1610,1113668,649249,464420,56229,236937,296857,236829,158078,128738,123103,244762,224287,229639,210280,81598,182718,177378,184397,189739,185506,102563,91366,133503,85765,47738,626,29975,42522,33288,17742,9350,5,54,113178571,LL,81,46,106,53
2017,2,D,2120156,282060986,1328,282060986,0,4674542,3784664,166935400,101505799,5160581,0,0,0,382397,1429524,108103052,172146013,0,17961966,254585539,0,428857,7176209,6239872,257873444,829124,1328,0,86,72,578,535,57,0,0,0,28,14,679,607,0,186,1000,0,14,85,72,1000,14,3978470.0,8.0,1902522338.0,488628299.0,233041497.0,145740301.0,239301229.0,314600742.0,76203507.0,58646110.0,266013498.0,80347155.0,4327,2005,2322,510,813,780,715,637,872,2166,0,2166,3168879,1496325,1672555,389625,588441,544125,448568,432244,765875,553841,564445,438867,480097,709376,422253,442733,448566,450369,442612,462056,476449,446094,5034,2312,2722,17,823,1237,1359,1047,551,38,58,234623326,LL,95,50,98,51
2018,2,A,2110586,178713763,1385,178713763,0,24435557,43439501,14198835,66530292,30109578,0,0,0,17656799,49680124,54767877,56608963,0,42248446,81569077,0,1295965,8950384,75087774,24473160,14010242,1385,0,198,222,172,621,172,0,0,0,131,353,437,464,0,288,564,0,32,81,530,123,82,3546236.0,7.0,1701297514.0,441150590.0,207044757.0,129146986.0,213392798.0,275163160.0,61335402.0,54513546.0,245917522.0,73632753.0,2895,1435,1460,273,471,639,474,428,610,1762,0,1762,1598059,762738,835321,184201,264392,336809,276085,232833,303737,390080,319980,203004,199349,280940,204705,233010,231132,231424,235604,232240,217335,217313,3079,1421,1658,9,731,761,639,437,502,35,58,224662703,HH,107,53,103,52
2018,4,D,2120122,258092680,1085,258092680,0,46781657,29821906,69745783,38756596,72986738,0,0,0,13108865,119295827,65874730,59813258,0,115520002,39769746,0,0,40163418,53865326,53374490,7886514,1085,0,248,124,206,256,251,0,0,0,129,432,381,143,0,177,199,0,0,159,86,98,33,2880026.0,6.0,3673527303.0,816510031.0,448677018.0,309453800.0,406705982.0,642401768.0,173293468.0,105805033.0,624472348.0,146207855.0,4753,2315,2438,486,1171,1139,668,605,684,2957,105,2852,1602737,785596,817142,198846,268773,299873,254486,235720,345038,379522,320775,200340,199030,282514,220558,221903,225403,221840,223404,226778,244415,238994,3048,1668,1380,8,371,650,838,726,455,53,49,118196887,LL,95,46,106,53
2017,2,D,2120172,6119718344,6644,5966014814,153703530,1567768758,333625373,714282829,682350425,2667987429,153703530,0,0,609460841,876624209,3356889207,1276744087,0,4359705419,1048859469,0,103866325,1139993340,1093082963,2604498421,467123840,6597,47,2680,887,726,875,1429,47,0,0,621,1211,2051,2761,0,3929,1103,0,233,1122,2269,1185,224,3778101.0,8.0,1967970450.0,422611020.0,244963557.0,168685065.0,208750601.0,353879064.0,93464999.0,56946809.0,337025799.0,81643536.0,2498,1253,1245,227,452,663,456,333,367,1540,19,1521,1907589,1009861,897729,150233,419049,408311,338737,251999,339260,335306,395344,314229,313368,352026,197317,289776,287346,300024,300270,291147,228794,210236,15097,8435,6662,47,3244,4269,3684,2286,1567,35,81,295468647,HH,101,52,98,51
2018,2,A,2110477,11951602650,24609,11093103644,858499006,1153569523,5451303265,797301901,2748221453,942707502,201560636,656938370,1291481113,414095514,2137571599,5277049108,905381459,1926023857,4545661387,6630417108,0,0,506799620,1456276759,2038748564,7174253553,20877,3732,1513,5418,3306,6888,3752,1493,2239,2986,2389,4820,6183,2259,5972,8671,13627,0,0,2270,2996,5267,11766,2527915.0,6.0,1609917864.0,404226014.0,197181769.0,120318160.0,207947875.0,286519709.0,60501179.0,47249063.0,215669049.0,70305046.0,3054,1455,1599,449,349,462,508,495,791,1321,0,1321,431225,185560,245666,72637,49119,63030,68054,64921,113466,115917,87686,51024,51287,72240,53071,59691,60466,59683,59102,59572,65213,67499,875,390,485,3,98,163,219,229,163,75,57,135742091,LL,100,50,103,52
2018,2,A,2110411,1214555192,3154,1214555192,0,427607106,130095263,107470412,206665796,342716615,0,0,0,270717151,412287242,413003235,118547564,0,575219649,69208057,0,0,9039633,25520617,537315937,72551517,3154,0,714,516,454,777,693,0,0,0,717,1140,987,310,0,742,517,0,0,59,163,822,217,2031980.0,5.0,986521151.0,287576244.0,115079613.0,68732236.0,144406091.0,149632117.0,33979982.0,29860516.0,117198098.0,40056254.0,1698,886,812,173,217,223,205,348,532,816,73,743,272650,133149,139500,32188,28317,35832,42345,47212,86756,51484,54436,37166,38346,55348,35871,39214,38479,38099,38015,38537,39510,40797,616,441,175,1,34,83,107,200,191,16,60,105978154,LH,86,54,103,52
2017,2,D,2120210,6366171072,8888,6194395733,171775339,801367186,2088523665,644749686,1043325576,1616429620,18571659,153203680,0,255610572,1012399002,3072456096,1757598962,268106440,1995352014,2058636559,0,988989202,776661447,681661305,784528466,822148153,8484,404,451,2948,1952,1766,1367,56,348,0,428,1718,3985,2409,348,4031,2820,0,1410,611,2509,1965,354,3702027.0,7.0,4123792532.0,915831921.0,522511170.0,348366521.0,423325635.0,724176709.0,182257222.0,128921526.0,698709030.0,179692798.0,4542,2186,2356,389,822,1252,917,587,575,2963,1,2962,5034178,2550976,2483201,374691,1034945,1329515,955093,587437,752496,780297,1059218,895849,877858,934927,486029,791443,788780,824376,833257,804277,546514,445529,58051,29012,29039,200,16451,16311,12491,8427,4171,94,43,176038802,LL,81,44,98,51
2018,2,A,2110370,1548909985,5688,1548909985,0,211452605,329107380,440176995,262084726,306088279,0,0,0,232912756,562681040,610066190,143249999,0,937891072,432872030,0,15491033,50345859,189435413,519795853,595694943,5688,0,931,1379,1121,955,1302,0,0,0,955,1664,2490,579,0,3301,1922,0,77,310,486,1343,3008,2179739.0,5.0,1473070753.0,408020890.0,173422803.0,105924780.0,206037632.0,234014782.0,49872324.0,45122326.0,189839146.0,60816070.0,3266,1625,1641,344,472,443,470,622,915,1493,0,1493,1247992,563739,684254,176285,143570,162029,189274,223202,353633,293288,247518,155523,156399,225957,169307,183106,180790,177976,181011,177706,173250,174153,1151,589,562,1,41,107,154,224,624,32,53,131175223,HH,112,53,103,52
2017,2,D,2120109,2703276484,12379,2703276484,0,599699186,585499815,430917839,573854693,513304951,0,0,0,401175113,953471806,1016760449,331869116,0,665132211,577655611,0,111841609,113333246,243312136,455389193,318911638,12379,0,2355,2773,2141,2238,2872,0,0,0,1984,3706,5411,1278,0,4173,2312,0,1501,754,1421,1773,1033,2836413.0,6.0,1378872033.0,328846670.0,167449125.0,101198182.0,168495734.0,242921460.0,54015562.0,39124274.0,218829906.0,57991120.0,2221,1126,1095,366,285,339,355,362,514,999,29,970,751275,346299,404977,141352,89328,109040,135799,113934,161823,154081,143365,103615,109485,148364,92365,108077,107952,106686,107179,107675,108214,105493,2145,1096,1049,6,218,418,561,542,400,34,53,117513770,LL,96,45,98,51
2017,2,D,2120185,2133655144,3030,2133655144,0,0,2020375144,0,0,113280000,0,0,0,0,0,2133655144,0,0,2020375144,113280000,0,0,0,433375144,113280000,1587000000,3030,0,0,2601,0,0,429,0,0,0,0,0,3030,0,0,2601,429,0,0,0,1459,429,1142,3449987.0,7.0,3666402314.0,844558041.0,467551739.0,292003894.0,408933322.0,630497186.0,151439609.0,117172816.0,586860427.0,167385280.0,3905,1916,1989,280,696,1045,685,538,661,2396,0,2396,2882003,1464804,1417199,147979,700012,763361,479567,320462,470621,518809,580840,445728,452639,559600,324387,430833,432585,441929,442895,447725,369734,316304,17085,9232,7853,49,3541,5670,4272,2028,1525,50,68,270543111,LL,92,46,98,51
2018,4,D,2120159,93488864,321,93488864,0,85040588,0,0,8448276,0,0,0,0,85040588,0,8448276,0,0,85040588,8448276,0,0,0,93488864,0,0,321,0,39,0,0,282,0,0,0,0,39,0,282,0,0,39,282,0,0,0,321,0,0,3233227.0,7.0,2962646726.0,680918562.0,395802530.0,263779779.0,311971149.0,451960143.0,134797015.0,110962173.0,469369084.0,143086291.0,7224,3252,3972,250,3416,1761,640,522,635,5905,0,5905,3137103,1521945,1615158,256998,1107085,577662,366789,321608,506960,604586,580603,404811,443830,669366,433907,440340,445527,446812,445726,458257,469620,430822,3347,1613,1734,30,691,773,775,514,564,27,42,151908236,LL,95,50,106,53
2017,2,D,2120192,2371222398,1552,2371222398,0,0,1855000000,0,516222398,0,0,0,0,0,0,1855000000,516222398,0,1855000000,516222398,0,0,0,0,2371222398,0,1552,0,0,1092,0,460,0,0,0,0,0,0,1092,460,0,1092,460,0,0,0,0,1552,0,4296074.0,8.0,3513597232.0,797838479.0,449420558.0,288149289.0,378953376.0,607722516.0,145355658.0,117043721.0,569501149.0,159612486.0,5652,2616,3036,545,1273,1651,929,622,632,3618,536,3082,1989316,1036055,953260,138335,429699,524109,369832,231343,295999,361971,421089,331092,323911,350235,201017,313512,308493,316720,320144,312803,217372,200272,27464,17724,9740,82,4645,8945,7149,4014,2629,50,54,218497560,LL,89,45,98,51
2018,4,D,2120086,929750689,2443,929750689,0,105087305,37875731,489650180,238189508,58947965,0,0,0,27898232,332030785,455630313,114191359,0,315557519,448225131,0,50109984,429081083,104841030,79223741,100526813,2443,0,731,258,661,547,246,0,0,0,432,885,706,420,0,1286,594,0,76,324,482,493,507,3484326.0,7.0,1543329437.0,363401827.0,193204944.0,121320607.0,178871184.0,266861019.0,69059834.0,45046234.0,239935304.0,65628484.0,1562,744,818,194,378,269,221,256,244,816,0,816,311050,145684,165366,31325,63678,47365,44825,49709,74148,60068,62539,41555,44585,62624,39678,43702,44135,44460,44546,44527,45839,43844,1352,708,644,3,231,318,300,287,213,8,47,157112472,LH,104,53,106,53
