년도,분기,상권유형,상권,추정매출_금액,추정매출_건수,추정매출_금액_주중주말_주중,추정매출_금액_주중주말_주말,추정매출_금액_요일별_월,추정매출_금액_요일별_화,추정매출_금액_요일별_수,추정매출_금액_요일별_목,추정매출_금액_요일별_금,추정매출_금액_요일별_토,추정매출_금액_요일별_일,추정매출_금액_시간대별_00-06,추정매출_금액_시간대별_06-11,추정매출_금액_시간대별_11-14,추정매출_금액_시간대별_14-17,추정매출_금액_시간대별_17-21,추정매출_금액_시간대별_21-24,추정매출_금액_성별_남성,추정매출_금액_성별_여성,추정매출_금액_연령대별_10대,추정매출_금액_연령대별_20대,추정매출_금액_연령대별_30대,추정매출_금액_연령대별_40대,추정매출_금액_연령대별_50대,추정매출_금액_연령대별_60이상,추정매출_건수_주중주말_주중,추정매출_건수_주중주말_주말,추정매출_건수_요일별_월,추정매출_건수_요일별_화,추정매출_건수_요일별_수,추정매출_건수_요일별_목,추정매출_건수_요일별_금,추정매출_건수_요일별_토,추정매출_건수_요일별_일,추정매출_건수_시간대별_00-06,추정매출_건수_시간대별_06-11,추정매출_건수_시간대별_11-14,추정매출_건수_시간대별_14-17,추정매출_건수_시간대별_17-21,추정매출_건수_시간대별_21-24,추정매출_건수_성별_남성,추정매출_건수_성별_여성,추정매출_건수_연령대별_10대,추정매출_건수_연령대별_20대,추정매출_건수_연령대별_30대,추정매출_건수_연령대별_40대,추정매출_건수_연령대별_50대,추정매출_건수_연령대별_60이상,소득_금액_월평균,소득_구간,지출_금액,지출_금액_식료품,지출_금액_의류,지출_금액_생활용품,지출_금액_의료,지출_금액_교통,지출_금액_여가,지출_금액_문화,지출_금액_교육,지출_금액_유흥,상주인구,상주인구_성별_남성,상주인구_성별_여성,상주인구_연령대별_10대,상주인구_연령대별_20대,상주인구_연령대별_30대,상주인구_연령대별_40대,상주인구_연령대별_50대,상주인구_연령대별_60이상,상주인구_가구,상주인구_가구_아파트,상주인구_가구_비아파트,생활인구,생활인구_성별_남성,생활인구_성별_여성,생활인구_연령대별_10대,생활인구_연령대별_20대,생활인구_연령대별_30대,생활인구_연령대별_40대,생활인구_연령대별_50대,생활인구_연령대별_60이상,생활인구_시간대별_00-06,생활인구_시간대별_06-11,생활인구_시간대별_11-14,생활인구_시간대별_14-17,생활인구_시간대별_17-21,생활인구_시간대별_21-24,생활인구_요일별_월,생활인구_요일별_화,생활인구_요일별_수,생활인구_요일별_목,생활인구_요일별_금,생활인구_요일별_토,생활인구_요일별_일,직장인구,직장인구_성별_남성,직장인구_성별_여성,직장인구_연령대별_10대,직장인구_연령대별_20대,직장인구_연령대별_30대,직장인구_연령대별_40대,직장인구_연령대별_50대,직장인구_연령대별_60이상,아파트_단지수,아파트_면적_평균,아파트_시가_평균,상권변화지표,상권변화지표_영업개월평균_운영_상권,상권변화지표_영업개월평균_폐업_상권,상권변화지표_영업개월평균_운영_서울,상권변화지표_영업개월평균_폐업_서울
2018,4,D,2120125,2189082226,4954,2189082226,0,237529695,218735793,151619335,781993936,799203467,0,0,0,1053471766,404173751,731436709,0,0,929730553,49764995,0,0,0,94222160,58283116,826990271,4954,0,803,406,375,1814,1556,0,0,0,2117,1224,1613,0,0,1939,376,0,0,0,211,236,1867,3685550.0,7.0,1342257480.0,305857888.0,170021321.0,110012287.0,150811064.0,233014025.0,68325298.0,38694408.0,210681824.0,54839365.0,1896,971,925,201,324,450,305,295,321,1014,0,1014,783510,386994,396517,84718,116569,139783,134552,124055,183832,116517,172080,119680,125536,164439,85257,113606,112285,113980,113442,115700,113469,101029,20881,12140,8741,43,2717,6131,5838,4064,2088,4,96,207000000,HH,121,57,106,53
2017,2,D,2120160,1077701536,5595,1077701536,0,68753172,12209126,263131950,709819361,23787927,0,0,0,259863851,69610962,745465624,2761099,0,320102150,697130639,0,0,1027704,702008808,271593381,42602894,5595,0,1162,439,1682,1682,630,0,0,0,1464,915,3080,136,0,2103,1463,0,0,55,1381,1463,667,3671813.0,7.0,2026484190.0,511549000.0,262362252.0,152072192.0,236519335.0,311667901.0,71425454.0,74149371.0,308114900.0,98623785.0,3842,1774,2068,381,974,923,480,482,602,2232,257,1975,2152392,1050689,1101701,182617,453569,379270,290170,334906,511859,347383,383386,305421,317207,502005,296988,301856,309819,309800,311106,321241,317482,281088,7593,3361,4232,32,1318,1457,1954,1938,894,65,62,263528581,LL,95,51,98,51
2017,2,D,2120159,273816640,1400,273816640,0,18871457,90706896,85751232,850406,77636649,0,0,0,0,99909340,117585461,56321839,0,219882181,42241379,0,0,1546193,0,56321839,204255528,1400,0,358,334,104,39,565,0,0,0,0,245,592,563,0,1080,282,0,0,39,0,563,760,3244120.0,7.0,2544816835.0,633924758.0,342117105.0,212863214.0,283838566.0,382607343.0,99271166.0,101245915.0,359577029.0,129371739.0,6454,2987,3467,247,2769,1661,646,520,611,5158,18,5140,2557474,1263728,1293746,210791,842279,464851,288624,277438,473491,546806,486220,325545,351214,509285,338405,358922,363464,364169,363384,369208,378122,360205,3054,1485,1569,9,577,686,763,504,515,29,46,170851843,LL,88,48,98,51
2018,3,D,2120125,3423330678,5057,3423330678,0,489753103,912848933,1124610334,494696776,401421532,0,0,0,1182170406,996565896,922118460,322475916,0,1125600718,517096162,0,0,187063109,30886214,911254473,513493083,5057,0,1119,1096,1312,758,772,0,0,0,1623,1585,1652,197,0,1921,742,0,0,361,134,1010,1158,3645401.0,7.0,1342257480.0,305857888.0,170021321.0,110012287.0,150811064.0,233014025.0,68325298.0,38694408.0,210681824.0,54839365.0,1815,931,884,201,297,429,312,281,295,971,0,971,787476,389658,397820,87940,115447,135788,134947,124037,189318,112779,173319,121011,127101,166920,86350,113187,114185,115069,116297,116682,110642,101416,20833,12087,8746,36,2557,6211,5788,4105,2136,4,96,207000000,HH,119,56,104,52
2018,3,D,2120056,8703988893,13482,8703988893,0,572958961,2376567238,2147859949,3411038717,195564028,0,0,0,482304255,4937278939,3021472918,262932781,0,3855418765,3503051936,0,5439374,1617497135,155606094,5287182656,292745442,13482,0,3430,2858,2329,3400,1465,0,0,0,2215,3721,6325,1221,0,4507,3255,0,84,1932,1549,3304,894,3150045.0,7.0,1755743693.0,476180458.0,215804963.0,142902174.0,219128381.0,283714143.0,65030586.0,60105709.0,216106252.0,76771027.0,4105,1871,2234,249,1055,1116,562,498,625,2744,0,2744,1950169,955573,994596,208802,389143,347257,300911,285718,418338,414014,372052,244599,264098,389970,265436,271067,275679,278840,282553,285174,288481,268376,3970,2229,1741,8,510,813,925,769,945,39,45,135221807,HL,105,50,104,52
2017,2,D,2120131,2981649323,3913,2981649323,0,611364393,564286409,510551297,944232248,351214976,0,0,0,923406732,1335451837,722790754,0,0,883435184,300647443,0,275190367,222503197,510539373,136711666,39138024,3913,0,214,406,898,2273,122,0,0,0,826,2485,602,0,0,1451,747,0,480,443,622,511,142,2743137.0,6.0,611379489.0,157286727.0,79939949.0,50121014.0,80075882.0,109885241.0,30828380.0,18935751.0,57693437.0,26613108.0,1595,843,752,40,516,560,185,137,157,1385,388,997,1086347,637755,448592,59049,242128,291225,220562,145322,128061,111338,236412,218024,223693,214298,82582,181945,176748,185565,185340,178860,96645,81245,132656,83060,49596,2552,31125,41328,31854,16673,9124,7,50,111315476,LL,70,45,98,51
2018,2,D,2120159,248359303,655,248359303,0,239911027,0,0,8448276,0,0,0,0,0,239911027,8448276,0,0,9221372,239137931,0,0,0,0,8448276,239911027,655,0,373,0,0,282,0,0,0,0,0,373,282,0,0,321,334,0,0,0,0,282,373,3200408.0,7.0,2962646726.0,680918562.0,395802530.0,263779779.0,311971149.0,451960143.0,134797015.0,110962173.0,469369084.0,143086291.0,7044,3194,3850,226,3170,1818,639,528,663,5693,0,5693,2776837,1365098,1411739,231945,969372,517138,317922,288663,451798,531510,506826,360278,396371,599913,381939,389943,393804,395053,393378,404554,416734,383370,3153,1509,1644,19,557,729,791,535,522,27,42,151908236,LL,91,50,103,52
2018,2,D,2120040,1435486564,2514,1435486564,0,7421398,25232752,0,444042885,958789529,0,0,0,436707181,20926845,977852538,0,0,962353296,421759881,0,0,417902250,7421398,25878501,932911028,2514,0,24,99,0,1191,1200,0,0,0,1216,58,1240,0,0,1216,1200,0,0,1191,25,34,1166,3386707.0,7.0,1251144914.0,307940712.0,155152514.0,105644455.0,151312015.0,207936295.0,60750545.0,37869905.0,174050803.0,50487670.0,1445,797,648,146,185,360,236,209,309,796,116,680,800377,428055,372321,85738,121004,171125,147606,110996,163907,137505,177027,131011,132656,145968,76210,117639,117009,119758,120611,123077,104183,98100,11840,8707,3133,114,1848,4140,3589,1454,695,9,55,240726867,HH,129,55,103,52
2018,1,D,2120234,1424968357,3009,1424968357,0,225369128,209323509,0,71921033,918354687,0,0,0,572970897,71921033,554707299,225369128,0,1415169699,9798658,0,71921033,215570470,0,9798658,1127678196,3009,0,196,1047,0,479,1287,0,0,0,240,479,2094,196,0,2911,98,0,479,98,0,98,2334,3924289.0,8.0,1665103832.0,390216327.0,206562616.0,128190190.0,195855624.0,292464031.0,70879876.0,47683885.0,262526207.0,70725076.0,2696,1411,1285,328,400,456,450,545,517,1343,23,1320,1370544,689453,681091,133405,181623,260593,248696,249906,296320,264348,276902,204092,205642,261166,158394,201607,207618,206172,201473,202515,183468,167690,9881,5956,3925,67,1844,2659,2456,1776,1079,9,64,190392697,LL,99,46,102,52
2018,2,D,2120103,761856080,856,761856080,0,6436914,168986145,583000000,3433021,0,0,0,0,0,589436914,167035565,5383601,0,662831329,93641150,0,0,0,167035565,583000000,6436914,856,0,19,526,291,20,0,0,0,0,0,311,506,39,0,564,253,0,0,0,506,291,20,3192096.0,7.0,3217620585.0,731526663.0,416708587.0,236535881.0,369374517.0,498002463.0,124029753.0,111365372.0,578509244.0,151568105.0,3692,1793,1899,318,908,834,520,424,688,2266,129,2137,5347785,2570766,2777019,707558,2309606,1000814,570611,330324,428871,943520,691833,712989,885502,1341274,772668,689418,689231,700887,711983,819170,940738,796358,15287,8170,7117,87,4513,4257,3031,1881,1518,80,51,138672234,LL,70,44,103,52
2018,1,D,2120215,741254558,1851,741254558,0,711487,727723740,9674468,1196092,1948771,0,0,0,226883,86220655,652835560,1971460,0,726374556,3374610,0,0,484605,642169415,84602737,2492410,1851,0,18,1768,26,22,17,0,0,0,4,318,1516,13,0,1764,31,0,0,4,1463,290,35,4693467.0,8.0,3599412304.0,767152406.0,442531946.0,296057920.0,368179956.0,616030587.0,163733918.0,103838792.0,697327882.0,144558897.0,2943,1387,1556,373,451,793,583,374,369,1696,194,1502,3223289,1748943,1474346,218603,649541,901694,676594,371721,405134,448963,653712,610483,614627,614091,281415,510532,545592,541886,507074,508539,324501,285164,62317,35862,26455,475,13391,22227,15929,7589,2706,22,62,314828472,LL,84,47,102,52
2018,1,D,2120209,725795785,4848,725795785,0,164322471,5738924,15839429,218876335,321018626,0,0,0,5738924,720056861,0,0,0,491628444,234167341,0,0,0,166618041,545633885,13543859,4848,0,1585,115,230,1459,1459,0,0,0,115,4733,0,0,0,3033,1815,0,0,0,1585,3033,230,5368362.0,9.0,675548286.0,150602881.0,86492080.0,53213938.0,74836963.0,119001956.0,33067560.0,19406488.0,110555007.0,28371413.0,1283,588,695,229,208,211,233,185,217,563,132,431,631048,281039,350009,95100,85768,114615,108517,77580,149469,95367,127199,111146,114678,125119,57540,95044,97635,97306,95055,94650,80263,71095,4378,1861,2517,79,1219,1358,863,524,335,18,105,710642385,HH,106,57,102,52
2018,1,D,2120197,20300278856,43280,20300278856,0,4638144002,3256362460,2147532809,4260605212,5997634373,0,0,0,2386175258,4956251195,9567285702,3390566701,0,12188197640,7126597077,0,483418,1480725849,3892384432,4446795704,9494405314,43280,0,8926,7492,6219,10639,10004,0,0,0,5605,9901,19338,8436,0,26820,13999,0,131,4030,9657,9983,17019,3627708.0,7.0,3212597751.0,761484722.0,412431727.0,282783645.0,348687928.0,558361252.0,141763838.0,107017811.0,456049389.0,144017439.0,5017,2644,2373,664,1011,1295,760,596,691,3063,73,2990,3763219,2049578,1713642,153514,916652,1096778,693587,400552,502137,490389,764674,719116,731131,731240,326669,607851,655944,649837,600829,600351,352557,295853,82111,50978,31133,549,18674,27878,20479,10714,3817,70,57,225240686,LL,90,45,102,52
2018,1,D,2120189,6578491329,13876,6573279762,5211567,193252271,279254220,692190191,4290333831,1118249249,5211567,0,0,137488597,461139973,4957684637,1019117765,3060357,4053605065,564654814,0,37171613,366119071,2496327904,791976029,925963928,13853,23,715,2058,1762,4545,4773,23,0,0,545,1928,9639,1761,3,8247,2242,0,47,1704,1769,3257,3709,4838510.0,8.0,4492606522.0,994784013.0,571222982.0,399480668.0,476671936.0,785377298.0,224915399.0,138263730.0,714325793.0,187564703.0,5599,2647,2952,609,1118,1455,934,715,768,3267,616,2651,7748037,3851523,3896514,726391,2677394,1773956,1150972,681273,738051,877466,1341258,1389791,1499116,1833276,807129,1170115,1233846,1238017,1169212,1219513,976787,740547,84946,41392,43554,909,21227,27144,20039,10495,5132,37,73,305564981,LL,86,48,102,52
2018,1,D,2120175,2807683722,1436,2807683722,0,0,2716683722,0,0,91000000,0,0,0,0,2772239733,35443989,0,0,2681239733,126443989,0,0,0,0,2772239733,35443989,1436,0,0,1421,0,0,15,0,0,0,0,1259,177,0,0,1244,192,0,0,0,0,1259,177,4998094.0,9.0,2736648048.0,605669437.0,343571173.0,233799577.0,300269456.0,482624307.0,132088756.0,80092593.0,445322713.0,113210036.0,3368,1571,1797,462,515,730,605,498,558,1697,373,1324,1484370,757274,727095,137199,258712,312168,271203,202514,302574,236294,309810,253663,258390,282508,143705,230635,238847,236240,224947,226312,173176,154214,22526,11388,11138,163,5826,6123,5188,3710,1516,23,84,346439031,HH,118,52,102,52
2018,1,D,2120172,8519402017,16853,7900041964,619360053,2196470702,2693334179,1149923891,424033490,1436279702,619360053,0,0,1843578302,2193888389,3566609371,915325955,0,4456651382,2810184182,0,136904817,1712538064,1116008463,3572552836,728831388,14923,1930,2596,4107,3773,510,3937,1930,0,0,2056,7812,6208,777,0,6493,9252,0,1694,5656,2024,4410,1963,3805333.0,8.0,2358944597.0,496813754.0,298332715.0,202181152.0,247821145.0,422369881.0,123654483.0,66883462.0,405731411.0,95156594.0,2651,1316,1335,284,461,653,481,364,408,1540,17,1523,1713443,906231,807212,128287,363346,369802,316823,235359,299826,317843,353647,280569,280601,308643,172140,258832,271619,271613,258582,258610,201460,192729,15090,8427,6663,100,3427,4194,3634,2253,1482,31,79,282101881,HH,104,53,102,52
2018,1,D,2120160,1447920452,4059,1447920452,0,43711687,25014320,36723056,78409240,1264062149,0,0,0,19416759,1295907277,123977403,8619013,0,1363917279,43170429,0,2055408,27713757,1263589406,58147505,55581631,4059,0,329,382,832,915,1601,0,0,0,110,1928,1830,191,0,2416,164,0,27,110,1408,246,787,3600242.0,7.0,2520709765.0,596872983.0,322851051.0,204268210.0,286758725.0,408463260.0,107988344.0,84370317.0,395365573.0,113771302.0,3850,1798,2052,410,970,882,494,488,606,2203,253,1950,2077367,996625,1080744,178953,425137,359762,278914,318968,515633,326808,355958,297895,315889,497013,283805,291230,297417,298846,296003,307599,311597,274679,7261,3238,4023,48,1247,1449,1877,1818,822,55,57,233336966,LL,99,51,102,52
2018,1,D,2120159,18847416,310,18847416,0,16914675,0,1932741,0,0,0,0,0,0,9011795,9835621,0,0,9784891,9062525,0,773096,12877276,0,0,5197044,310,0,271,0,39,0,0,0,0,0,0,181,129,0,0,219,91,0,39,219,0,0,52,3211367.0,7.0,2962646726.0,680918562.0,395802530.0,263779779.0,311971149.0,451960143.0,134797015.0,110962173.0,469369084.0,143086291.0,6392,2965,3427,306,2673,1599,651,555,608,4961,21,4940,2851159,1411090,1440068,230722,997427,523758,324299,305017,469935,544319,516014,372180,413834,614296,390516,403810,413668,409012,402914,405486,419319,396951,3128,1500,1628,27,594,698,808,508,493,27,42,151908236,LL,91,49,102,52
2018,2,D,2120143,1941830616,1397,1941830616,0,0,0,1893687733,44843434,3299449,0,0,0,1893687733,0,48142883,0,0,1893687733,48142883,0,0,0,3299449,44843434,1893687733,1397,0,0,0,1028,204,165,0,0,0,1028,0,369,0,0,1028,369,0,0,0,165,204,1028,3644221.0,7.0,1735374771.0,468451402.0,222654098.0,164190151.0,191722665.0,270756492.0,65608758.0,67985931.0,201337602.0,82667672.0,3194,1385,1809,86,1189,1163,293,195,268,2576,0,2576,1179033,562417,616617,124469,251630,212382,168893,162638,259020,160575,250199,184489,191429,259616,132726,171302,173337,171743,176058,180830,162962,142801,10089,6204,3885,43,1166,1663,2151,2469,2597,17,39,116262372,LL,96,51,103,52
2018,1,D,2120125,2565500132,4734,2565500132,0,154793178,797251007,555088031,276508060,781859856,0,0,0,202096437,799916240,1445408585,118078870,0,845910984,115819260,0,0,54438051,30886214,618976590,257429389,4734,0,691,1258,1594,440,751,0,0,0,633,1828,1913,360,0,1657,1086,0,0,175,134,1180,1255,3692296.0,7.0,1342257480.0,305857888.0,170021321.0,110012287.0,150811064.0,233014025.0,68325298.0,38694408.0,210681824.0,54839365.0,2200,1121,1079,315,363,532,375,303,312,1081,0,1081,596455,300316,296139,58354,95072,114768,105683,97212,125367,85085,126409,95551,100214,126388,62807,85959,87617,88034,85964,87358,84642,76882,21502,12413,9089,73,3073,6675,5761,3992,1928,4,96,207000000,HH,114,55,102,52
2018,1,D,2120109,3700627794,14874,3700627794,0,647702247,1464106496,458510157,722509559,407799335,0,0,0,212150312,1845800469,1137095090,505581923,0,1843297086,540495830,0,61429709,75543635,477660504,342573844,1426585228,14874,0,2556,3613,2824,3002,2879,0,0,0,1418,4673,4983,3800,0,5528,3370,0,1449,694,2608,2035,2112,2865286.0,6.0,1136347032.0,296073281.0,135262069.0,81200175.0,148140375.0,184503925.0,43755571.0,33581557.0,168494670.0,45335409.0,2179,1123,1056,367,278,327,354,355,498,970,29,941,820227,389281,430948,161953,95713,114776,147295,123136,177353,168313,157559,112797,119877,161343,100340,117821,117537,118023,116649,117039,118079,115081,2167,1110,1057,7,227,440,564,532,397,29,53,121084435,LL,100,46,102,52
2018,2,D,2120160,192314838,3391,192314838,0,25973512,52684331,35784662,46786577,31085756,0,0,0,50843712,46759275,87469962,7241889,0,54879268,34181442,0,972893,16093849,1116772,29836412,41040784,3391,0,302,1573,410,328,778,0,0,0,558,1738,985,110,0,1829,192,0,54,137,27,1353,449,3515031.0,7.0,2520709765.0,596872983.0,322851051.0,204268210.0,286758725.0,408463260.0,107988344.0,84370317.0,395365573.0,113771302.0,3976,1826,2150,410,1002,943,515,482,624,2338,83,2255,2136860,1021464,1115395,178636,428125,377096,292703,327258,533043,342477,370487,301114,314350,513729,294702,300051,304191,303905,310607,322638,317663,277805,7245,3474,3771,18,1253,1635,1728,1800,811,55,57,233336966,LH,98,52,103,52
2017,4,D,2120056,3277068942,11180,3277068942,0,216863543,323766787,322176872,1139254012,1275007728,0,0,0,112529394,927420027,2140086043,97033478,0,1676182520,1118132876,0,25498218,175490120,1694031617,650455404,248840038,11180,0,1657,2355,2350,2589,2229,0,0,0,1200,4446,4855,679,0,3037,3098,0,567,558,3213,732,1066,3142212.0,7.0,1755743693.0,476180458.0,215804963.0,142902174.0,219128381.0,283714143.0,65030586.0,60105709.0,216106252.0,76771027.0,3585,1693,1892,292,831,862,528,466,606,2182,0,2182,1809054,889515,919540,202532,346558,308038,280474,266690,404764,343673,337698,236643,259132,382362,249547,256369,259145,256575,261356,267049,265691,242872,4072,2273,1799,19,544,831,951,806,921,45,43,133348185,LL,99,50,100,52
2018,2,D,2120169,67538433799,42363,60337249778,7201184021,11602663418,-5303523868,16171226062,7037557439,30829326727,7191050914,10133107,0,10469268883,4705691531,18368342262,33939169064,55962059,25446726576,28671194017,0,464458933,9690924966,23888280768,8869824797,11204431129,40676,1687,7409,6543,5740,6385,14599,1665,22,0,4694,9583,18236,9736,114,16637,15088,0,429,6954,7883,10364,6095,5337016.0,9.0,1495893906.0,330496989.0,190519815.0,116522982.0,169967265.0,274756869.0,70141656.0,42007535.0,237129202.0,64351593.0,2110,999,1111,260,376,368,299,377,430,898,241,657,1604990,866895,738097,146873,257838,340799,320038,239992,299451,176558,333808,324239,307458,324314,138615,248099,249818,246599,261410,257035,171214,170817,21982,10843,11139,63,4837,6696,5577,3303,1506,13,83,317961912,LH,98,54,103,52
2018,2,D,2120172,10436000098,14446,10304544622,131455476,893240873,3746823387,1918369038,1530070406,2216040918,131455476,0,0,3814580095,2093123762,3727074028,801222213,0,4054260206,5440045150,0,287823087,1265667974,3725741793,1947712235,2267360267,14275,171,1277,1933,3655,2530,4880,171,0,0,2502,5593,5189,1162,0,7488,5023,0,1757,2861,1856,2927,3113,3846071.0,8.0,2358944597.0,496813754.0,298332715.0,202181152.0,247821145.0,422369881.0,123654483.0,66883462.0,405731411.0,95156594.0,2466,1226,1240,209,421,637,479,333,387,1546,19,1527,1853490,967180,886310,157003,394438,397887,340192,252843,311126,353291,387121,300141,297067,328173,187699,281373,281339,279745,294327,291935,219329,205439,14630,8394,6236,50,3055,4121,3537,2323,1544,31,79,282101881,HH,107,53,103,52
2018,2,D,2120173,299645896773,263357,281500620998,18145275775,24994113082,68093004744,80753111884,63859957284,43800434004,17765391161,379884614,0,37101936631,63510238733,142781252214,50826516429,5425952766,134732641782,113100209279,6953732,5563711595,87683799141,59468997093,55695646801,39324198177,255950,7407,45503,44159,41708,66368,58212,5728,1679,0,25582,63608,113894,58472,1801,101696,89205,42,6816,56759,50721,46979,27959,5251251.0,9.0,4003432001.0,868787461.0,510635617.0,325083191.0,437661474.0,704302523.0,201065402.0,114691710.0,675457275.0,165747348.0,4038,1938,2100,444,699,902,679,576,738,2286,323,1963,4855046,2545674,2309373,583914,807498,919452,881655,666211,996317,666821,957787,865725,867180,1008332,489203,743463,748197,734663,771358,770826,573618,512921,25044,13235,11809,94,4555,7709,6258,3882,2546,44,75,285988027,HH,109,55,103,52
